,accommodates,bathrooms,bedrooms,beds,city,latitude,longitude,metropolitan,property_type,zipcode_clean,id,listing_id,price
607240,3.0,1.0,1.0,2.0,brooklyn,40.69980409296392,-73.92166877973855,NYC,Apartment,11237,15478604,15478604,119.34459619466766
607393,1.0,1.0,2.0,2.0,brooklyn,40.69994280115736,-73.91451825728058,NYC,Apartment,11237,17704901,17704901,106.83468122111154
607572,4.0,1.0,0.0,2.0,brooklyn,40.70332067748721,-73.9183867165204,NYC,Apartment,11237,13252254,13252254,113.13832999739972
607837,8.0,1.0,3.0,4.0,brooklyn,40.692177228277714,-73.90685697950302,NYC,Apartment,11237,12399059,12399059,181.96312610078272
608107,5.0,1.0,2.0,2.0,brooklyn,40.699678890844496,-73.92644977999566,NYC,Apartment,11237,12901480,12901480,147.97463238803167
608223,5.0,1.0,2.0,3.0,brooklyn,40.69998454364657,-73.92446918033049,NYC,Apartment,11237,15361133,15361133,147.97463238803167
608274,8.0,1.0,3.0,4.0,new york,40.708660708551456,-73.92238671997896,NYC,Loft,11237,2431210,2431210,228.44405743088217
608596,8.0,1.0,3.0,4.0,brooklyn,40.70366559893357,-73.9214295681404,NYC,Apartment,11237,11621388,11621388,181.96312610078272
608829,5.0,1.0,2.0,2.0,brooklyn,40.702641088628546,-73.92385788976469,NYC,Apartment,11237,18505676,18505676,147.97463238803167
608834,5.0,1.0,2.0,2.0,brooklyn,40.69867062379221,-73.91134391789095,NYC,Apartment,11237,8151183,8151183,147.97463238803167
609064,5.0,1.0,2.0,3.0,brooklyn,40.69002601262595,-73.90515692534984,NYC,Apartment,11237,17122550,17122550,147.97463238803167
609352,3.0,1.0,2.0,2.0,brooklyn,40.70746206205165,-73.92303029653553,NYC,Loft,11237,1330972,1330972,167.52531889629478
609358,6.0,1.0,2.0,3.0,brooklyn,40.704349143341204,-73.92552369904853,NYC,Apartment,11237,15481730,15481730,153.53731742454175
609362,6.0,1.0,0.0,2.0,brooklyn,40.69998140670551,-73.91919079355985,NYC,Apartment,11237,15547277,15547277,122.8150281478534
609558,3.0,1.0,1.0,2.0,brooklyn,40.699496646920046,-73.9207037596756,NYC,Apartment,11237,10828689,10828689,119.34459619466766
609833,8.0,1.0,3.0,4.0,new york,40.700091842415816,-73.91823171429833,NYC,Apartment,11237,11622794,11622794,181.96312610078272
610102,7.0,1.0,3.0,3.0,brooklyn,40.69846003994368,-73.91300857948426,NYC,Apartment,11237,17778426,17778426,177.11099803510356
610225,4.0,1.0,0.0,2.0,brooklyn,40.701476832947634,-73.91232262232089,NYC,Apartment,11237,6965019,6965019,113.13832999739972
610510,4.0,1.0,1.0,1.0,brooklyn,40.70295669771157,-73.92689893355329,NYC,Apartment,11237,14180842,14180842,126.50013299852401
610569,5.0,1.0,1.0,3.0,brooklyn,40.70436941304253,-73.92320399990095,NYC,Loft,11237,220739,220739,166.15083468374843
610681,3.0,1.0,0.0,1.0,brooklyn,40.70578255921188,-73.92497835577741,NYC,Apartment,11237,17922245,17922245,106.73860957787508
610710,2.0,1.0,1.0,1.0,brooklyn,40.69930606441343,-73.92067078279159,NYC,Apartment,11237,11822434,11822434,109.94133626239555
610758,2.0,1.0,1.0,1.0,brooklyn,40.69997304407245,-73.92083148712918,NYC,Apartment,11237,13854483,13854483,109.94133626239555
610806,3.0,1.0,1.0,1.0,brooklyn,40.704100202723815,-73.92476092823725,NYC,Apartment,11237,4089915,4089915,119.34459619466766
611141,4.0,1.0,1.0,2.0,brooklyn,40.70058867351376,-73.91236712310544,NYC,Apartment,11237,15755492,15755492,126.50013299852401
611489,2.0,1.0,1.0,1.0,brooklyn,40.69778519626334,-73.91356488721937,NYC,Apartment,11237,1862436,1862436,109.94133626239555
611743,3.0,1.0,1.0,1.0,brooklyn,40.70445885031725,-73.92103049937965,NYC,Loft,11237,835138,835138,149.83015719382516
612048,4.0,1.0,2.0,2.0,brooklyn,40.70506093268699,-73.91588024848224,NYC,Apartment,11237,14773256,14773256,141.4399845659029
612169,4.0,1.0,0.0,3.0,brooklyn,40.69599911614052,-73.90853988204843,NYC,Loft,11237,2125004,2125004,142.03855313655708
612533,3.0,1.0,1.0,1.0,brooklyn,40.70213542560224,-73.92216975559,NYC,Apartment,11237,290058,290058,119.34459619466766
612775,4.0,1.0,1.0,2.0,brooklyn,40.70524041350065,-73.9202960424246,NYC,Loft,11237,15042253,15042253,158.81351495205337
613228,4.0,1.0,1.0,1.0,brooklyn,40.7066280902273,-73.91749714221851,NYC,Apartment,11237,11769558,11769558,126.50013299852401
613491,4.0,1.0,2.0,2.0,brooklyn,40.703462702874106,-73.92772211354551,NYC,Apartment,11237,4692541,4692541,141.4399845659029
613855,3.0,1.0,2.0,2.0,brooklyn,40.69505947036386,-73.90777526389452,NYC,Apartment,11237,14786665,14786665,133.4393683522425
613952,3.0,1.0,1.0,1.0,brooklyn,40.69986642331982,-73.9255152583339,NYC,Apartment,11237,2664975,2664975,119.34459619466766
613966,3.0,1.0,1.0,2.0,brooklyn,40.70432016428928,-73.92669978735803,NYC,Apartment,11237,17806646,17806646,119.34459619466766
614304,4.0,1.0,2.0,2.0,brooklyn,40.70022972964147,-73.9182479396235,NYC,Apartment,11237,9297148,9297148,141.4399845659029
615033,4.0,1.0,0.0,2.0,brooklyn,40.70574890916624,-73.9224324887101,NYC,Loft,11237,3792910,3792910,142.03855313655708
615340,6.0,1.0,2.0,2.0,brooklyn,40.69691657893723,-73.90831628102076,NYC,Apartment,11237,16769229,16769229,153.53731742454175
615434,6.0,1.0,2.0,3.0,brooklyn,40.69950940588899,-73.9164052900655,NYC,Apartment,11237,15180279,15180279,153.53731742454175
615799,4.0,1.0,1.0,1.0,brooklyn,40.70128587448618,-73.9272411387,NYC,House,11237,16427610,16427610,135.24582735022489
615916,7.0,1.0,2.0,3.0,brooklyn,40.704505395101634,-73.92684969064217,NYC,Apartment,11237,6285844,6285844,158.4033318138739
616241,5.0,1.0,2.0,3.0,brooklyn,40.70750525022636,-73.92058384418925,NYC,Loft,11237,2157550,2157550,185.77349237692474
616254,8.0,1.0,3.0,4.0,brooklyn,40.69602513909909,-73.9140669795299,NYC,Apartment,11237,13561402,13561402,181.96312610078272
616606,5.0,1.0,2.0,3.0,brooklyn,40.705189802555225,-73.92521402383872,NYC,Apartment,11237,5566452,5566452,147.97463238803167
616696,4.0,1.0,2.0,2.0,brooklyn,40.70053998278557,-73.91184898974856,NYC,Apartment,11237,8385284,8385284,141.4399845659029
616729,3.0,1.0,2.0,2.0,brooklyn,40.70408333894036,-73.91943689830235,NYC,Apartment,11237,16120005,16120005,133.4393683522425
616789,6.0,1.0,1.0,6.0,brooklyn,40.70827289776521,-73.92263995786941,NYC,Loft,11237,5241757,5241757,172.39680229984185
617154,3.0,1.0,1.0,1.0,brooklyn,40.70497109437953,-73.91501241507547,NYC,Apartment,11237,4914435,4914435,119.34459619466766
617308,2.0,1.0,1.0,1.0,brooklyn,40.70451214673749,-73.92587751891773,NYC,Apartment,11237,2489615,2489615,109.94133626239555
617317,5.0,1.0,2.0,2.0,brooklyn,40.70085598167051,-73.9268549270349,NYC,Apartment,11237,17432051,17432051,147.97463238803167
617480,3.0,1.0,1.0,1.0,brooklyn,40.699792092054906,-73.92261200190501,NYC,Apartment,11237,9470528,9470528,119.34459619466766
617638,7.0,1.0,2.0,3.0,brooklyn,40.69584250299602,-73.90794168032706,NYC,Apartment,11237,4359718,4359718,158.4033318138739
617930,2.0,2.0,1.0,1.0,brooklyn,40.70295078909618,-73.91974637754379,NYC,Loft,11237,14731005,14731005,165.36613035062427
618019,2.0,1.0,1.0,1.0,brooklyn,40.69993263646801,-73.9250368410492,NYC,Apartment,11237,12095636,12095636,109.94133626239555
618253,3.0,1.0,0.0,3.0,brooklyn,40.70338763104135,-73.92040743400298,NYC,Apartment,11237,2137823,2137823,106.73860957787508
618582,2.0,1.0,1.0,1.0,brooklyn,40.704875738763384,-73.9257539610028,NYC,Apartment,11237,14141091,14141091,109.94133626239555
618660,4.0,2.0,2.0,2.0,brooklyn,40.69500142982057,-73.9075512501006,NYC,Apartment,11237,17729625,17729625,169.4576881079208
618956,4.0,1.0,1.0,1.0,brooklyn,40.704235969679004,-73.91814477845921,NYC,Apartment,11237,17954219,17954219,126.50013299852401
618996,2.0,1.0,1.0,1.0,brooklyn,40.70121175966997,-73.92401389290582,NYC,Apartment,11237,14452096,14452096,109.94133626239555
619017,8.0,1.0,2.0,4.0,brooklyn,40.691767016131465,-73.90451193725173,NYC,Apartment,11237,10360180,10360180,162.74294516661922
619291,4.0,1.0,1.0,2.0,brooklyn,40.6999742908272,-73.92483421090529,NYC,Apartment,11237,14979787,14979787,126.50013299852401
619600,6.0,1.0,2.0,2.0,brooklyn,40.69338561581559,-73.9064288871933,NYC,Apartment,11237,17470597,17470597,153.53731742454175
619650,6.0,1.0,3.0,4.0,brooklyn,40.69345687495183,-73.90764852947687,NYC,Bed & Breakfast,11237,2148025,2148025,209.0101766846731
619921,3.0,1.0,0.0,2.0,brooklyn,40.7008313972056,-73.91679444094578,NYC,Apartment,11237,4907861,4907861,106.73860957787508
620257,6.0,1.0,3.0,4.0,brooklyn,40.69436572618429,-73.90896856284411,NYC,Apartment,11237,17233439,17233439,171.6703001970022
620564,2.0,1.0,0.0,1.0,brooklyn,40.705037601542415,-73.92460105489153,NYC,Apartment,11237,15134431,15134431,98.32858580911635
620840,5.0,2.0,2.0,3.0,brooklyn,40.69931565082778,-73.91780929031519,NYC,Apartment,11237,259443,259443,177.28677771038352
621092,4.0,1.0,2.0,1.0,brooklyn,40.70103810596586,-73.92377259541945,NYC,Apartment,11237,18254917,18254917,141.4399845659029
621447,6.0,2.0,3.0,3.0,brooklyn,40.70270853441483,-73.9156561505336,NYC,Apartment,11237,255024,255024,205.67629639850603
621741,2.0,1.0,1.0,1.0,brooklyn,40.706317281799606,-73.91806436395625,NYC,Apartment,11237,17093715,17093715,109.94133626239555
621843,4.0,1.0,1.0,2.0,brooklyn,40.70415641357793,-73.92022108772241,NYC,Apartment,11237,4969540,4969540,126.50013299852401
622132,3.0,1.0,1.0,1.0,brooklyn,40.699943608866896,-73.92377886569015,NYC,Apartment,11237,9423397,9423397,119.34459619466766
622442,2.0,1.0,1.0,1.0,brooklyn,40.70115632366903,-73.92733331667247,NYC,Apartment,11237,14332782,14332782,109.94133626239555
622701,4.0,1.0,1.0,2.0,brooklyn,40.6996712093056,-73.92159277544116,NYC,Apartment,11237,9022972,9022972,126.50013299852401
622759,3.0,1.0,0.0,1.0,brooklyn,40.70726143762712,-73.92216154888354,NYC,Apartment,11237,13398702,13398702,106.73860957787508
623083,4.0,1.0,1.0,2.0,brooklyn,40.701265125168796,-73.91764197495934,NYC,Apartment,11237,17919742,17919742,126.50013299852401
623095,8.0,1.0,2.0,6.0,brooklyn,40.692645955728544,-73.90366334985981,NYC,Apartment,11237,487816,487816,162.74294516661922
623458,4.0,1.0,2.0,2.0,brooklyn,40.697834793885285,-73.91227112055928,NYC,Apartment,11237,7368274,7368274,141.4399845659029
623821,4.0,1.0,1.0,2.0,brooklyn,40.70053105052876,-73.91715698529816,NYC,Apartment,11237,13397609,13397609,126.50013299852401
623835,5.0,1.0,1.0,2.0,brooklyn,40.69710375280237,-73.92045859244045,NYC,Apartment,11237,6447136,6447136,132.34454694649526
624180,4.0,2.0,2.0,2.0,brooklyn,40.70531160573472,-73.9197613251864,NYC,Apartment,11237,12341986,12341986,169.4576881079208
624452,3.0,1.0,1.0,2.0,brooklyn,40.699754692759036,-73.92051171401349,NYC,Apartment,11237,9255049,9255049,119.34459619466766
625064,4.0,1.0,1.0,2.0,brooklyn,40.69587344781544,-73.90959952361409,NYC,Apartment,11237,2496301,2496301,126.50013299852401
625198,3.0,1.0,1.0,1.0,brooklyn,40.70339254299394,-73.92944782093797,NYC,Apartment,11237,400039,400039,119.34459619466766
625263,2.0,1.0,1.0,1.0,brooklyn,40.70778615807994,-73.92128984129751,NYC,Loft,11237,568661,568661,138.02491457112072
625624,3.0,1.0,0.0,2.0,brooklyn,40.70707815023095,-73.92343293078036,NYC,Loft,11237,14945219,14945219,134.0040786230245
625710,4.0,1.0,0.0,2.0,brooklyn,40.70626003524988,-73.92799453739397,NYC,Loft,11237,16515318,16515318,142.03855313655708
625800,4.0,1.0,0.0,1.0,brooklyn,40.707290176486396,-73.93129278010558,NYC,Apartment,11237,16192835,16192835,113.13832999739972
625811,2.0,1.0,1.0,1.0,brooklyn,40.71350707078409,-73.92998515187941,NYC,Loft,11237,7019122,7019122,138.02491457112072
625939,4.0,1.0,0.0,1.0,brooklyn,40.70474538496793,-73.93038688778394,NYC,Loft,11237,5560055,5560055,142.03855313655708
625958,6.0,1.5,3.0,3.0,brooklyn,40.70573110785753,-73.92887009649695,NYC,Apartment,11237,8937816,8937816,187.90559210981223
626005,3.0,1.0,1.0,1.0,brooklyn,40.70604122336765,-73.92753245808541,NYC,Apartment,11237,870727,870727,119.34459619466766
626044,4.0,1.0,3.0,4.0,brooklyn,40.70527966758155,-73.92938469757414,NYC,Apartment,11237,12282543,12282543,158.14425455375826
626217,10.0,2.0,3.0,5.0,brooklyn,40.70844966102507,-73.93130947322517,NYC,Apartment,11237,13222347,13222347,228.08017398704436
626560,4.0,1.0,3.0,4.0,new york,40.703991773419574,-73.93120613482155,NYC,Apartment,11237,16299289,16299289,158.14425455375826
626834,4.0,1.0,1.0,2.0,brooklyn,40.705758314537796,-73.92948745290488,NYC,Apartment,11237,10780526,10780526,126.50013299852401
627007,3.0,1.0,0.0,1.0,brooklyn,40.70488122493418,-73.93114722616157,NYC,Loft,11237,10732710,10732710,134.0040786230245
627021,3.0,1.0,0.0,1.0,brooklyn,40.70624670997034,-73.92950409722917,NYC,Apartment,11237,15263704,15263704,106.73860957787508
627038,7.0,1.0,3.0,4.0,brooklyn,40.70608181292592,-73.93153507773226,NYC,Loft,11237,747344,747344,222.35249456179784
627085,8.0,1.0,1.0,6.0,brooklyn,40.705478747251604,-73.9287220231676,NYC,Apartment,11237,13768247,13768247,145.5529302504729
627161,2.0,1.0,0.0,1.0,brooklyn,40.67989714184666,-73.90576243105055,NYC,Apartment,11207,15286307,15286307,91.60296955745916
627168,2.0,1.0,1.0,1.0,brooklyn,40.66841963092593,-73.90729956935809,NYC,Apartment,11207,13829928,13829928,102.42141484980955
627509,4.0,1.0,1.0,2.0,brooklyn,40.688154984775096,-73.91031581515192,NYC,Apartment,11207,18004987,18004987,117.84759982792299
627835,6.0,2.5,3.0,3.0,brooklyn,40.68529536095029,-73.91105687753236,NYC,Apartment,11207,16434642,16434642,209.72902672784218
628008,6.0,1.0,2.0,2.0,brooklyn,40.68413160451303,-73.90730840980099,NYC,Apartment,11207,10405694,10405694,143.03545706715835
628261,4.0,1.0,1.0,2.0,brooklyn,40.68684959074996,-73.9074820018359,NYC,Apartment,11207,18139702,18139702,117.84759982792299
628348,4.0,1.0,1.0,3.0,brooklyn,40.68565803137189,-73.90770359564975,NYC,Apartment,11207,13122712,13122712,117.84759982792299
628658,8.0,1.0,3.0,5.0,brooklyn,40.68126786764553,-73.90582572318425,NYC,Apartment,11207,9219893,9219893,169.51695749136607
628872,4.0,1.0,2.0,2.0,brooklyn,40.685558719385796,-73.91374318321796,NYC,Apartment,11207,18053995,18053995,131.76557451512414
628901,6.0,1.0,2.0,2.0,brooklyn,40.681254213790695,-73.90704171456039,NYC,Apartment,11207,9252531,9252531,143.03545706715835
628918,2.0,1.0,0.0,1.0,new york,40.683863100253625,-73.90936286313824,NYC,House,11207,5051597,5051597,97.93601881573184
629183,6.0,2.0,2.0,3.0,brooklyn,40.6848508601595,-73.9083793025596,NYC,Apartment,11207,17880071,17880071,171.36920614387287
629272,2.0,1.0,1.0,1.0,brooklyn,40.68656576115854,-73.91296133150401,NYC,Apartment,11207,13451989,13451989,102.42141484980955
629307,4.0,1.0,2.0,2.0,brooklyn,40.68442052627933,-73.9082999974937,NYC,Apartment,11207,15819665,15819665,131.76557451512414
629368,6.0,2.0,3.0,3.0,brooklyn,40.69033765397156,-73.90795242486466,NYC,Apartment,11207,8540435,8540435,191.6081611735794
629490,2.0,1.0,1.0,1.0,brooklyn,40.683500825004884,-73.90728191870481,NYC,Apartment,11207,4616254,4616254,102.42141484980955
629566,4.0,1.0,1.0,1.0,brooklyn,40.68855854013236,-73.908480702507,NYC,Apartment,11207,14837854,14837854,117.84759982792299
629636,6.0,1.0,2.0,3.0,brooklyn,40.686373282120535,-73.9113305323354,NYC,Apartment,11207,16751768,16751768,143.03545706715835
629957,10.0,2.0,4.0,5.0,brooklyn,40.686264146492256,-73.91323718434221,NYC,Townhouse,11207,1941495,1941495,276.20407130553673
630116,3.0,1.0,1.0,1.0,brooklyn,40.69086598490345,-73.90916998327721,NYC,Apartment,11207,4629211,4629211,111.18149744663408
630271,4.0,1.0,1.0,2.0,brooklyn,40.68258080302022,-73.90471721690483,NYC,Apartment,11207,3583702,3583702,117.84759982792299
630626,4.0,1.0,2.0,2.0,brooklyn,40.68859537943181,-73.91208643783548,NYC,Apartment,11207,15381675,15381675,131.76557451512414
630779,12.0,2.0,6.0,10.0,brooklyn,40.686996767474156,-73.90667522213917,NYC,House,11207,17151549,17151549,329.4735241784507
631072,4.0,1.0,1.0,2.0,brooklyn,40.68373657479865,-73.90987699569472,NYC,Apartment,11207,13941236,13941236,117.84759982792299
631230,14.0,2.5,4.0,7.0,brooklyn,40.69002806934721,-73.90890517003011,NYC,Townhouse,11207,15324045,15324045,323.63214875220746
631541,5.0,1.0,2.0,2.0,brooklyn,40.688241591664074,-73.90490839867161,NYC,Apartment,11207,4716607,4716607,137.8532563483728
631622,6.0,1.0,2.0,3.0,brooklyn,40.682497147232475,-73.90818389448411,NYC,Apartment,11207,3767156,3767156,143.03545706715835
631806,5.0,1.0,2.0,2.0,brooklyn,40.68501995984527,-73.90882957195323,NYC,Apartment,11207,15531889,15531889,137.8532563483728
631974,7.0,1.0,3.0,3.0,brooklyn,40.688670080389855,-73.90505935505834,NYC,Apartment,11207,17151740,17151740,164.99671207308907
632218,3.0,1.0,1.0,1.0,brooklyn,40.68677821043773,-73.90629428044602,NYC,Apartment,11207,10636997,10636997,111.18149744663408
632253,3.0,1.0,1.0,1.0,brooklyn,40.68365460447677,-73.91069218301242,NYC,Apartment,11207,13812310,13812310,111.18149744663408
632597,9.0,2.0,4.0,4.0,brooklyn,40.68811167920446,-73.91316138905009,NYC,Apartment,11207,4644073,4644073,232.56104452936762
632697,6.0,1.0,2.0,4.0,brooklyn,40.68243176940529,-73.90654571602525,NYC,House,11207,2022267,2022267,152.9243351205893
633011,12.0,2.0,3.0,5.0,brooklyn,40.681848285685675,-73.90655117959807,NYC,House,11207,1102963,1102963,235.70938071124482
633210,6.0,2.0,3.0,4.0,bushwick,40.68593994854937,-73.91448092191321,NYC,House,11207,10144140,10144140,204.85515446278913
633558,6.0,1.0,3.0,4.0,brooklyn,40.68165514968939,-73.90425767160049,NYC,Apartment,11207,16230055,16230055,159.92815470155907
633909,2.0,1.0,1.0,1.0,brooklyn,40.686231293491716,-73.91320045725928,NYC,Apartment,11207,15976195,15976195,102.42141484980955
633983,6.0,1.0,2.0,1.0,brooklyn,40.681249017127534,-73.90649821087455,NYC,Apartment,11207,10390093,10390093,143.03545706715835
634346,8.0,2.0,4.0,8.0,brooklyn,40.68701665217683,-73.90731227499498,NYC,Townhouse,11207,12740650,12740650,264.006735154791
634482,8.0,1.0,3.0,6.0,brooklyn,40.68871037421211,-73.90791556549024,NYC,Townhouse,11207,17121101,17121101,197.0809792254335
634781,2.0,1.0,1.0,1.0,brooklyn,40.68426720468143,-73.90928354555432,NYC,House,11207,4275987,4275987,109.50240653031351
634835,3.0,1.0,1.0,2.0,brooklyn,40.68766539969293,-73.91260709054838,NYC,Apartment,11207,1130680,1130680,111.18149744663408
634972,4.0,1.0,1.0,1.0,brooklyn,40.68695838088889,-73.91381581166075,NYC,Apartment,11207,10697652,10697652,117.84759982792299
635159,6.0,1.0,1.0,4.0,brooklyn,40.689559841103026,-73.9059930993086,NYC,Apartment,11207,17569246,17569246,127.92708086071258
635278,4.0,1.0,1.0,2.0,brooklyn,40.68586398482483,-73.91263802387404,NYC,Apartment,11207,16779021,16779021,117.84759982792299
635595,2.0,1.0,2.0,1.0,brooklyn,40.68091455537008,-73.89458123657907,NYC,Apartment,11207,13693013,13693013,114.51753442618143
635682,4.0,1.0,2.0,2.0,brooklyn,40.68201753126481,-73.88943155524116,NYC,House,11207,12168212,12168212,140.8752996471838
635970,2.0,1.0,0.0,2.0,brooklyn,40.68015417511136,-73.9050368584677,NYC,Apartment,11207,13582811,13582811,91.60296955745916
636054,4.0,1.0,2.0,2.0,brooklyn,40.680851172034416,-73.8889514308782,NYC,House,11207,5979675,5979675,140.8752996471838
636145,3.0,1.0,1.0,1.0,brooklyn,40.68148095039648,-73.89040328456882,NYC,Apartment,11207,15888448,15888448,111.18149744663408
636427,4.0,1.0,2.0,2.0,brooklyn,40.68056906497775,-73.89100010360738,NYC,Apartment,11207,13462575,13462575,131.76557451512414
636448,6.0,2.0,3.0,3.0,brooklyn,40.6782690479648,-73.89353117907503,NYC,House,11207,13472317,13472317,204.85515446278913
636627,4.0,1.0,2.0,2.0,brooklyn,40.68281086152057,-73.89509184576896,NYC,House,11207,10271753,10271753,140.8752996471838
636986,2.0,1.0,1.0,1.0,brooklyn,40.679027848711634,-73.8855907039295,NYC,Apartment,11207,14809727,14809727,102.42141484980955
637005,4.0,1.0,1.0,2.0,brooklyn,40.660452086565684,-73.89873154611911,NYC,Apartment,11207,7714664,7714664,117.84759982792299
637084,2.0,1.0,0.0,1.0,brooklyn,40.67548577161117,-73.88931922607182,NYC,House,11207,17576849,17576849,97.93601881573184
637417,2.0,1.0,1.0,1.0,brooklyn,40.674488018179176,-73.8905255433142,NYC,Apartment,11207,16793649,16793649,102.42141484980955
637737,6.0,1.0,2.0,2.0,brooklyn,40.67349504355657,-73.8963540507508,NYC,Apartment,11207,14824875,14824875,143.03545706715835
637845,3.0,1.0,1.0,2.0,brooklyn,40.67290305071776,-73.88918877719459,NYC,Apartment,11207,10233905,10233905,111.18149744663408
638187,3.0,1.0,1.0,1.0,brooklyn,40.673633807078474,-73.8883447780997,NYC,Apartment,11207,16003050,16003050,111.18149744663408
638354,3.0,1.0,1.0,1.0,brooklyn,40.6587736902621,-73.89631446648944,NYC,Apartment,11207,16854141,16854141,111.18149744663408
638685,4.0,1.0,2.0,2.0,brooklyn,40.6690531563795,-73.8897571616747,NYC,House,11207,5572393,5572393,140.8752996471838
639050,4.0,1.0,2.0,2.0,brooklyn,40.67969892186811,-73.87748694605763,NYC,House,11207,12131116,12131116,140.8752996471838
639160,6.0,1.0,3.0,3.0,brooklyn,40.67351237944344,-73.89267176509367,NYC,Apartment,11207,7806322,7806322,159.92815470155907
639365,6.0,2.0,2.0,3.0,brooklyn,40.66820329025719,-73.88540923082897,NYC,Apartment,11207,9843884,9843884,171.36920614387287
639691,5.0,1.0,2.0,3.0,brooklyn,40.66568465446847,-73.88054471890251,NYC,Apartment,11207,11091309,11091309,137.8532563483728
639759,7.0,1.0,3.0,3.0,brooklyn,40.6655554518057,-73.8832254212971,NYC,Townhouse,11207,18439203,18439203,191.82572685094064
639838,4.0,1.0,2.0,2.0,,40.66379762827845,-73.89307346417898,NYC,Apartment,11207,13589669,13589669,131.76557451512414
640134,4.0,1.0,2.0,2.0,brooklyn,40.66392518570899,-73.8944734539741,NYC,Apartment,11207,1141071,1141071,131.76557451512414
640486,8.0,1.0,3.0,3.0,brooklyn,40.66924604952397,-73.88526020958459,NYC,Apartment,11207,15435397,15435397,169.51695749136607
640782,7.0,2.5,4.0,4.0,brooklyn,40.66124696885504,-73.89976190545117,NYC,House,11207,7968983,7968983,258.65627344866573
641026,7.0,1.0,3.0,3.0,brooklyn,40.668958081262325,-73.8858725947355,NYC,Apartment,11207,2989220,2989220,164.99671207308907
641391,6.0,1.0,3.0,3.0,brooklyn,40.664206938505295,-73.89120859461677,NYC,Apartment,11207,9281366,9281366,159.92815470155907
641756,2.0,1.0,1.0,1.0,brooklyn,40.65461416179792,-73.88502907118121,NYC,Apartment,11207,17284675,17284675,102.42141484980955
641760,6.0,1.5,3.0,3.0,brooklyn,40.66818911237061,-73.89380870478763,NYC,House,11207,9424118,9424118,187.15539792439128
642107,6.0,2.0,3.0,4.0,brooklyn,40.6723977649964,-73.88839434976026,NYC,Apartment,11207,15785785,15785785,191.6081611735794
642184,5.0,1.0,2.0,2.0,brooklyn,40.672932318302095,-73.89548423139092,NYC,Townhouse,11207,15133612,15133612,160.26865484496304
642316,2.0,1.0,1.0,1.0,brooklyn,40.675019932782895,-73.89004267057012,NYC,House,11207,15134876,15134876,109.50240653031351
642433,8.0,1.0,3.0,5.0,brooklyn,40.66582014291329,-73.89284636209824,NYC,Apartment,11207,8972353,8972353,169.51695749136607
642797,2.0,1.0,1.0,1.0,brooklyn,40.66760307056752,-73.89021619854226,NYC,Apartment,11207,14043418,14043418,102.42141484980955
643128,3.0,1.0,1.0,1.0,brooklyn,40.66895910877293,-73.89028107508658,NYC,Apartment,11207,14043686,14043686,111.18149744663408
643136,8.0,2.0,3.0,4.0,brooklyn,40.66795124070372,-73.89231776038022,NYC,House,11207,299531,299531,217.1376426856085
643463,2.0,1.0,1.0,1.0,brooklyn,40.6641171539466,-73.89634538361206,NYC,Apartment,11207,4755815,4755815,102.42141484980955
643813,2.0,1.0,1.0,1.0,brooklyn,40.66810797553683,-73.89394283508182,NYC,House,11207,5224210,5224210,109.50240653031351
643985,2.0,1.0,1.0,1.0,brooklyn,40.659612581039866,-73.89254449819377,NYC,Apartment,11207,15632633,15632633,102.42141484980955
644027,4.0,1.0,1.0,2.0,brooklyn,40.65823214187443,-73.89567240146208,NYC,Apartment,11207,3667209,3667209,117.84759982792299
644391,4.0,2.0,2.0,3.0,brooklyn,40.658878522285136,-73.89565982982708,NYC,Apartment,11207,13036622,13036622,157.86688395134135
644728,2.0,1.0,1.0,1.0,brooklyn,40.661706906199605,-73.89890890259701,NYC,House,11207,4645319,4645319,109.50240653031351
644780,6.0,2.0,3.0,3.0,brooklyn,40.668641403555576,-73.89579995469236,NYC,Apartment,11207,1233346,1233346,191.6081611735794
645120,4.0,1.0,2.0,2.0,brooklyn,40.67468582585493,-73.88931424262758,NYC,Apartment,11207,17844699,17844699,131.76557451512414
645451,7.0,2.5,3.0,3.0,brooklyn,40.68210652837678,-73.92973327983198,NYC,Townhouse,11211,2708262,2708262,408.46708398197757
645505,3.0,1.0,1.0,1.0,brooklyn,40.71907936419884,-73.94985403481125,NYC,Apartment,11211,906616,906616,180.52988950422684
645787,4.0,1.0,1.0,2.0,brooklyn,40.71897843935297,-73.95335992771858,NYC,Apartment,11211,1156733,1156733,191.35390927330383
645822,2.0,1.0,1.0,1.0,brooklyn,40.720663210726435,-73.95307906368494,NYC,Apartment,11211,9574823,9574823,166.30578945546006
645823,2.0,1.0,1.0,1.0,brooklyn,40.719570497611976,-73.95259572128833,NYC,Apartment,11211,12070767,12070767,166.30578945546006
645956,6.0,1.0,1.0,3.0,brooklyn,40.71945291787456,-73.95027178610223,NYC,Apartment,11211,66222,66222,207.7203698706066
646275,2.0,1.0,0.0,1.0,brooklyn,40.721165123910986,-73.9540647895756,NYC,Apartment,11211,17250659,17250659,148.7394427333089
646342,2.0,1.0,1.0,1.0,brooklyn,40.72048187567946,-73.94709465509816,NYC,Apartment,11211,2086828,2086828,166.30578945546006
646648,4.0,1.0,1.0,2.0,brooklyn,40.719742118382335,-73.9532174952398,NYC,Apartment,11211,16335675,16335675,191.35390927330383
